cgid,is.inoshita.2015.dmp,is.pbmc.dmp,is.whole.blood.dmp,ttest.pvalue.pbmc,ttest.pvalue.whole.blood,dnam.direction.inoshita.2015.dmp,dnam.direction.pbmc.dmp,dnam.direction.whole.blood.dmp,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg09914542,FALSE,TRUE,FALSE,2.67e-28,0,0,0.023,0,OpenSea,CALML4;CALML4,TSS1500;TSS1500,NM_001031733;NM_033429
cg06824297,FALSE,TRUE,FALSE,2.74e-28,0,0,-0.003,0,S_Shore,RWDD2B,TSS200,NM_016940
cg26944426,FALSE,TRUE,TRUE,2.78e-28,7.74e-166,0,-0.039,-0.025,N_Shelf,"","",""
cg14743534,FALSE,TRUE,FALSE,2.79e-28,0,0,-0.034,0,Island,FLJ35390;FLJ35390;RASA4P,TSS200;Body;Body,NR_024416;NR_015401;NR_024116
cg18700428,FALSE,TRUE,FALSE,2.89e-28,0,0,0.051,0,Island,"","",""
cg03342928,FALSE,TRUE,FALSE,2.96e-28,0,0,-0.012,0,Island,SSC5D,Body,NM_001144950
cg01864100,FALSE,TRUE,FALSE,2.96e-28,0,0,0.017,0,OpenSea,ACTR1B,Body,NM_005735
cg13848379,FALSE,TRUE,FALSE,2.98e-28,0,0,-0.02,0,S_Shore,"","",""
cg04553307,FALSE,TRUE,FALSE,3.03e-28,0,0,0.016,0,OpenSea,C7orf20,Body,NM_015949
cg25436152,FALSE,TRUE,FALSE,3.06e-28,0,0,0.027,0,S_Shelf,ABR;ABR;ABR,Body;Body;Body,NM_021962;NM_001092;NM_001159746
cg04821248,FALSE,TRUE,FALSE,3.14e-28,0,0,-0.038,0,N_Shore,"","",""
cg04601137,FALSE,TRUE,FALSE,3.15e-28,0,0,0.026,0,N_Shore,ADAMTSL5,5'UTR,NM_213604
cg11206167,FALSE,TRUE,TRUE,3.25e-28,1.55e-124,0,-0.064,-0.04,Island,"","",""
cg11899005,FALSE,TRUE,FALSE,3.32e-28,0,0,0.014,0,S_Shore,LOC91316,TSS1500,NR_024448
cg15174564,FALSE,TRUE,FALSE,3.39e-28,0,0,0.008,0,Island,GRIK4,Body,NM_014619
cg06931941,FALSE,TRUE,FALSE,3.43e-28,0,0,-0.033,0,Island,MPDU1;MPDU1,TSS200;TSS200,NM_004870;NR_024603
cg25524473,FALSE,TRUE,FALSE,3.47e-28,0,0,-0.005,0,Island,DUSP5,Body,NM_004419
cg11258452,FALSE,TRUE,FALSE,3.78e-28,0,0,0.033,0,S_Shelf,SRRM4,Body,NM_194286
cg01748082,FALSE,TRUE,FALSE,3.84e-28,0,0,0.039,0,OpenSea,FCN2;FCN2,TSS200;TSS200,NM_004108;NM_015837
cg14429209,FALSE,TRUE,TRUE,3.89e-28,2.3e-96,0,-0.054,-0.024,S_Shelf,GAD2;GAD2,Body;Body,NM_001134366;NM_000818
cg21419617,FALSE,TRUE,FALSE,3.92e-28,0,0,0.014,0,OpenSea,UTS2;UTS2;UTS2,1stExon;Body;5'UTR,NM_006786;NM_021995;NM_006786
cg13587180,FALSE,TRUE,TRUE,3.96e-28,2.48e-111,0,-0.063,-0.03,S_Shelf,SHISA3,Body,NM_001080505
cg14705934,FALSE,TRUE,FALSE,3.98e-28,0,0,0.024,0,OpenSea,CUZD1,Body,NM_022034
cg02758247,FALSE,TRUE,TRUE,4.19e-28,1.66e-124,0,-0.047,-0.029,S_Shore,CDH20,3'UTR,NM_031891
cg22303909,FALSE,TRUE,TRUE,4.19e-28,4.26e-99,0,-0.032,-0.018,Island,FIGNL1;FIGNL1,TSS1500;TSS1500,NM_001042762;NM_022116
cg04420723,FALSE,TRUE,FALSE,4.22e-28,0,0,0.034,0,N_Shore,ZNF184,Body,NM_007149
cg00331852,FALSE,TRUE,FALSE,4.45e-28,0,0,0.024,0,N_Shore,MVD,Body,NM_002461
cg05418106,FALSE,TRUE,FALSE,4.57e-28,0,0,0.031,0,OpenSea,"","",""
cg06980173,FALSE,TRUE,FALSE,4.71e-28,0,0,0.044,0,N_Shore,IL6R;IL6R,TSS1500;TSS1500,NM_000565;NM_181359
cg20689224,TRUE,TRUE,FALSE,4.76e-28,0,0.04,0.03,0,OpenSea,PZP,Body,NM_002864
cg15225418,FALSE,TRUE,FALSE,4.81e-28,0,0,0.023,0,Island,BAT2,Body,NM_080686
cg05708536,FALSE,TRUE,TRUE,4.87e-28,3.04e-132,0,-0.048,-0.03,N_Shore,"","",""
cg26218577,FALSE,TRUE,TRUE,4.92e-28,1.14e-105,0,-0.048,-0.034,N_Shore,RPLP1;RPLP1,TSS1500;TSS1500,NM_213725;NM_001003
cg06614206,FALSE,TRUE,FALSE,5.17e-28,0,0,0.024,0,Island,ZNF718;ZNF595;ZNF595,TSS200;1stExon;5'UTR,NM_001039127;NM_182524;NM_182524
cg22908423,FALSE,TRUE,FALSE,5.22e-28,0,0,-0.02,0,OpenSea,"","",""
cg12683342,FALSE,TRUE,FALSE,5.3e-28,0,0,0.012,0,S_Shelf,"","",""
cg15091747,FALSE,TRUE,FALSE,5.47e-28,0,0,0.053,0,Island,RUNX1,Body,NM_001754
cg02841199,FALSE,TRUE,FALSE,5.5e-28,0,0,0.037,0,S_Shore,LCA5;LCA5,TSS1500;TSS1500,NM_001122769;NM_181714
cg14384224,FALSE,TRUE,FALSE,5.53e-28,0,0,0.034,0,N_Shore,"","",""
cg08364137,FALSE,TRUE,FALSE,5.84e-28,0,0,0.035,0,S_Shore,"","",""
cg18345369,FALSE,TRUE,FALSE,6.02e-28,0,0,0.022,0,S_Shore,PRSS22,Body,NM_022119
cg27600265,FALSE,TRUE,FALSE,6.1e-28,0,0,0.03,0,OpenSea,"","",""
cg01655356,FALSE,TRUE,FALSE,6.39e-28,0,0,0.041,0,Island,SHANK2,Body,NM_012309
cg18686576,FALSE,TRUE,FALSE,6.46e-28,0,0,0.05,0,N_Shore,TMEM14C;TMEM14C,TSS1500;TSS1500,NM_001165258;NM_016462
cg08043020,FALSE,TRUE,FALSE,6.58e-28,0,0,-0.04,0,N_Shelf,"","",""
cg03070187,FALSE,TRUE,FALSE,6.67e-28,0,0,-0.02,0,N_Shore,TRIP10,TSS1500,NM_004240
cg21809744,FALSE,TRUE,FALSE,6.81e-28,0,0,0.014,0,Island,ZNF837;ZNF837,Body;Body,NM_001129730;NM_138466
cg11216554,FALSE,TRUE,TRUE,6.82e-28,1.17e-123,0,-0.054,-0.036,Island,LOC399815;FAM24B,TSS200;5'UTR,NR_027282;NM_152644
cg23378165,FALSE,TRUE,TRUE,6.85e-28,3.93e-123,0,-0.034,-0.023,S_Shore,USP43,Body,NM_153210
cg14578807,FALSE,TRUE,FALSE,6.98e-28,0,0,0.026,0,N_Shore,WDR46;WDR46,Body;Body,NM_005452;NM_001164267
cg09019546,FALSE,TRUE,FALSE,7.15e-28,0,0,-0.024,0,N_Shore,"","",""
cg22846149,FALSE,TRUE,FALSE,7.24e-28,0,0,0.076,0,OpenSea,HMGB1L1,TSS200,NM_001008735
cg08615596,TRUE,TRUE,TRUE,7.57e-28,1.16e-107,-0.03,-0.018,-0.007,OpenSea,"","",""
cg21096966,FALSE,TRUE,FALSE,7.76e-28,0,0,0.034,0,S_Shore,KLHL28;FAM179B,TSS1500;1stExon,NM_017658;NM_015091
cg15730180,FALSE,TRUE,FALSE,7.82e-28,0,0,0.032,0,N_Shore,"","",""
cg16398944,FALSE,TRUE,FALSE,8.23e-28,0,0,-0.003,0,OpenSea,PRIM2,TSS200,NM_000947
cg17636309,FALSE,TRUE,FALSE,8.61e-28,0,0,0.025,0,N_Shelf,EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D;EEF1D,Body;5'UTR;5'UTR;5'UTR;Body;5'UTR;Body,NM_032378;NM_001130055;NM_001960;NM_001130056;NM_001130054;NM_001130057;NM_001130053
cg06030274,FALSE,TRUE,TRUE,8.67e-28,2.19e-195,0,-0.042,-0.032,N_Shelf,"","",""
cg22471075,FALSE,TRUE,FALSE,8.67e-28,0,0,0.038,0,Island,"","",""
cg13548810,FALSE,TRUE,FALSE,9.15e-28,0,0,0.012,0,N_Shelf,DHCR24,Body,NM_014762
cg22584138,FALSE,TRUE,TRUE,9.3e-28,5.98e-125,0,-0.046,-0.031,N_Shore,SLC6A4,5'UTR,NM_001045
cg01878724,FALSE,TRUE,FALSE,9.38e-28,0,0,0.014,0,OpenSea,RAET1L,TSS1500,NM_130900
cg20220242,FALSE,TRUE,TRUE,9.57e-28,1.05e-146,0,-0.039,-0.023,S_Shore,RWDD2B,TSS1500,NM_016940
cg14515803,FALSE,TRUE,FALSE,9.65e-28,0,0,-0.024,0,S_Shore,HHIPL1;HHIPL1,Body;Body,NM_032425;NM_001127258
cg02681370,FALSE,TRUE,FALSE,9.73e-28,0,0,0.031,0,OpenSea,PBX2,Body,NM_002586
cg15993027,FALSE,TRUE,FALSE,1.03e-27,0,0,-0.007,0,Island,HECW1,Body,NM_015052
cg26313888,FALSE,TRUE,FALSE,1.08e-27,0,0,-0.034,0,Island,LOC541473,Body,NR_003602
cg09516786,FALSE,TRUE,FALSE,1.12e-27,0,0,0.014,0,OpenSea,NUMA1,Body,NM_006185
cg26332114,FALSE,TRUE,TRUE,1.14e-27,8.99e-191,0,-0.035,-0.029,Island,AURKC;AURKC;AURKC,TSS200;TSS200;TSS200,NM_001015878;NM_003160;NM_001015879
cg14336501,FALSE,TRUE,FALSE,1.14e-27,0,0,-0.023,0,OpenSea,"","",""
cg05917273,FALSE,TRUE,FALSE,1.14e-27,0,0,0.061,0,OpenSea,CAV1,3'UTR,NM_001753
cg00547103,FALSE,TRUE,FALSE,1.16e-27,0,0,0.031,0,OpenSea,FAM198B;FAM198B;FAM198B,Body;Body;Body,NM_001031700;NM_001128424;NM_016613
cg20422417,FALSE,TRUE,FALSE,1.19e-27,0,0,-0.063,0,Island,"","",""
cg09524334,FALSE,TRUE,FALSE,1.19e-27,0,0,0.015,0,Island,JARID2,Body,NM_004973
cg18101333,FALSE,TRUE,FALSE,1.23e-27,0,0,0.03,0,S_Shore,LEMD2,TSS1500,NM_181336
cg09581060,FALSE,TRUE,FALSE,1.26e-27,0,0,-0.025,0,OpenSea,"","",""
cg18574254,FALSE,TRUE,FALSE,1.27e-27,0,0,-0.03,0,N_Shelf,GRM8,5'UTR,NM_001127323
cg01756060,FALSE,TRUE,FALSE,1.3e-27,0,0,-0.007,0,Island,CDK6;CDK6,5'UTR;TSS200,NM_001145306;NM_001259
cg01519742,FALSE,TRUE,FALSE,1.32e-27,0,0,-0.008,0,Island,JAKMIP1;JAKMIP1;JAKMIP1;JAKMIP1,5'UTR;1stExon;1stExon;5'UTR,NM_001099433;NM_001099433;NM_144720;NM_144720
cg24796998,FALSE,TRUE,TRUE,1.33e-27,2.04e-145,0,-0.023,-0.019,OpenSea,"","",""
cg19042287,FALSE,TRUE,FALSE,1.39e-27,0,0,-0.03,0,S_Shore,NR2E1,Body,NM_003269
cg19708803,FALSE,TRUE,FALSE,1.47e-27,0,0,0.038,0,S_Shelf,"","",""
cg20735282,FALSE,TRUE,FALSE,1.48e-27,0,0,0.017,0,OpenSea,ORAOV1,3'UTR,NM_153451
cg05530317,FALSE,TRUE,FALSE,1.55e-27,0,0,0.026,0,OpenSea,EGFLAM;EGFLAM;EGFLAM;EGFLAM;EGFLAM,Body;1stExon;5'UTR;Body;Body,NM_152403;NM_182801;NM_182801;NM_182798;NM_182799
cg04933530,FALSE,TRUE,FALSE,1.58e-27,0,0,0.023,0,N_Shelf,"","",""
cg15610667,FALSE,TRUE,FALSE,1.59e-27,0,0,-0.032,0,Island,TNK1,Body,NM_003985
cg01707233,FALSE,TRUE,FALSE,1.61e-27,0,0,0.017,0,Island,MMP15,Body,NM_002428
cg00969405,FALSE,TRUE,FALSE,1.64e-27,0,0,0.041,0,Island,HOXA5,TSS1500,NM_019102
cg27323154,FALSE,TRUE,FALSE,1.65e-27,0,0,-0.005,0,Island,FAM194A,1stExon,NM_152394
cg13607218,FALSE,TRUE,TRUE,1.65e-27,1.55e-168,0,-0.053,-0.035,S_Shelf,"","",""
cg22867608,FALSE,TRUE,TRUE,1.68e-27,5.67e-133,0,-0.015,-0.012,Island,EGR2;EGR2;EGR2;EGR2,Body;Body;Body;Body,NM_001136178;NM_000399;NM_001136179;NM_001136177
cg01097897,FALSE,TRUE,FALSE,1.73e-27,0,0,0.023,0,OpenSea,PPM1H,Body,NM_020700
cg17880210,FALSE,TRUE,FALSE,1.75e-27,0,0,-0.024,0,S_Shore,"","",""
cg26886268,FALSE,TRUE,FALSE,1.81e-27,0,0,0.011,0,Island,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,NM_002847;NM_130842;NM_130843
cg03614513,FALSE,TRUE,FALSE,1.83e-27,0,0,-0.008,0,Island,TSPAN2,1stExon,NM_005725
cg00372375,FALSE,TRUE,FALSE,1.84e-27,0,0,0.015,0,Island,MFHAS1,1stExon,NM_004225
cg12728061,FALSE,TRUE,FALSE,1.9e-27,0,0,0.019,0,OpenSea,"","",""
cg02407415,FALSE,TRUE,TRUE,1.99e-27,2.4e-105,0,0.046,0.029,Island,PRR25,Body,NM_001013638
cg19645298,FALSE,TRUE,FALSE,2e-27,0,0,-0.033,0,S_Shore,C8orf47;C8orf47,Body;Body,NM_173549;NM_001170806
cg14306058,FALSE,TRUE,FALSE,2.03e-27,0,0,0.034,0,N_Shelf,EPB41L4B;EPB41L4B,Body;Body,NM_019114;NM_018424
cg05682561,FALSE,TRUE,FALSE,2.06e-27,0,0,-0.007,0,S_Shore,SFRP4,TSS1500,NM_003014
cg08698605,FALSE,TRUE,FALSE,2.15e-27,0,0,-0.013,0,Island,LASS4,TSS1500,NM_024552
cg14347219,FALSE,TRUE,FALSE,2.18e-27,0,0,0.024,0,N_Shore,DLL1,Body,NM_005618
cg11387088,FALSE,TRUE,FALSE,2.19e-27,0,0,0.021,0,Island,CUEDC1,Body,NM_017949
cg02359160,FALSE,TRUE,FALSE,2.19e-27,0,0,0.044,0,Island,C1orf228,Body,NM_001145636
cg18810310,TRUE,TRUE,TRUE,2.22e-27,8.71e-122,-0.05,-0.022,-0.016,OpenSea,"","",""
cg14554415,FALSE,TRUE,TRUE,2.28e-27,1.35e-128,0,-0.056,-0.041,Island,MIR548H4;NOX5;NOX5;SPESP1;SPESP1,Body;5'UTR;1stExon;1stExon;5'UTR,NR_031680;NM_024505;NM_024505;NM_145658;NM_145658
cg09068086,FALSE,TRUE,FALSE,2.33e-27,0,0,-0.022,0,Island,NCRNA00116,Body,NR_027063
cg15228983,FALSE,TRUE,FALSE,2.35e-27,0,0,0.026,0,N_Shore,ZNF574,Body,NM_022752
cg17402325,FALSE,TRUE,FALSE,2.51e-27,0,0,-0.019,0,S_Shore,KCNH2;KCNH2,Body;Body,NM_172057;NM_000238
cg23848052,FALSE,TRUE,FALSE,2.57e-27,0,0,-0.045,0,OpenSea,MEGF11,Body,NM_032445
cg02798899,FALSE,TRUE,FALSE,2.63e-27,0,0,0.037,0,Island,"","",""
cg16414684,FALSE,TRUE,FALSE,2.64e-27,0,0,0.014,0,N_Shelf,RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1;RNH1,Body;Body;Body;Body;Body;Body;Body;Body,NM_203386;NM_203385;NM_203389;NM_203384;NM_002939;NM_203388;NM_203387;NM_203383
cg20917077,FALSE,TRUE,FALSE,2.64e-27,0,0,0.035,0,OpenSea,CPA5;CPA5;CPA5,Body;Body;Body,NM_001127441;NM_001127442;NM_080385
cg12165772,FALSE,TRUE,FALSE,2.66e-27,0,0,-0.052,0,N_Shore,DLX3,Body,NM_005220
cg15605704,FALSE,TRUE,FALSE,2.66e-27,0,0,-0.04,0,N_Shore,AJAP1;AJAP1,Body;Body,NM_018836;NM_001042478
cg10237252,FALSE,TRUE,FALSE,2.67e-27,0,0,-0.034,0,N_Shore,TOM1L1,TSS1500,NM_005486
cg22562591,FALSE,TRUE,FALSE,2.67e-27,0,0,0.022,0,OpenSea,PAG1,5'UTR,NM_018440
cg01067137,FALSE,TRUE,FALSE,2.74e-27,0,0,0.04,0,N_Shore,ZNF646,Body,NM_014699
cg23829518,FALSE,TRUE,FALSE,2.81e-27,0,0,-0.032,0,OpenSea,"","",""
cg03808007,FALSE,TRUE,FALSE,2.81e-27,0,0,0.071,0,OpenSea,"","",""
cg04715503,FALSE,TRUE,FALSE,2.92e-27,0,0,-0.067,0,N_Shore,CLDN9;CLDN9,1stExon;5'UTR,NM_020982;NM_020982
cg14392283,FALSE,TRUE,FALSE,3.12e-27,0,0,-0.03,0,N_Shelf,LY6E;LY6E,3'UTR;3'UTR,NM_001127213;NM_002346
cg09634707,FALSE,TRUE,FALSE,3.16e-27,0,0,-0.05,0,S_Shore,"","",""
cg00628697,FALSE,TRUE,FALSE,3.2e-27,0,0,0.01,0,Island,DSCR3,Body,NM_006052
cg03687700,TRUE,TRUE,TRUE,3.22e-27,3.36e-259,-0.11,-0.035,-0.032,N_Shore,FKBP1B;FKBP1B,TSS1500;TSS1500,NM_004116;NM_054033
cg27532171,FALSE,TRUE,TRUE,3.23e-27,1.65e-99,0,-0.054,-0.025,S_Shore,"","",""
cg03354772,FALSE,TRUE,FALSE,3.24e-27,0,0,0.019,0,Island,C10orf93,TSS1500,NM_173572
cg12576859,FALSE,TRUE,FALSE,3.27e-27,0,0,0.014,0,N_Shelf,DYRK1B;DYRK1B;DYRK1B,Body;Body;Body,NM_006484;NM_004714;NM_006483
cg26963090,FALSE,TRUE,FALSE,3.34e-27,0,0,0.042,0,OpenSea,TIMP2,Body,NM_003255
cg09513416,TRUE,TRUE,FALSE,3.34e-27,0,0.15,0.05,0,OpenSea,"","",""
cg19712189,FALSE,TRUE,FALSE,3.5e-27,0,0,0.03,0,Island,TDRD12;TDRD12,5'UTR;1stExon,NM_001110822;NM_001110822
cg01291088,FALSE,TRUE,FALSE,3.51e-27,0,0,0.018,0,Island,RLTPR,Body,NM_001013838
cg08893853,FALSE,TRUE,FALSE,3.66e-27,0,0,-0.054,0,OpenSea,C1orf230,Body,NM_001144956
cg14071650,FALSE,TRUE,FALSE,3.79e-27,0,0,-0.032,0,S_Shore,LMX1B,Body,NM_002316
cg08142858,FALSE,TRUE,FALSE,3.86e-27,0,0,0.059,0,S_Shore,"","",""
cg16355231,TRUE,TRUE,FALSE,4e-27,0,-0.09,-0.07,0,N_Shore,PEX10;PEX10,TSS1500;TSS1500,NM_002617;NM_153818
cg04284678,FALSE,TRUE,FALSE,4.06e-27,0,0,-0.033,0,Island,TMEM121,Body,NM_025268
cg03254161,FALSE,TRUE,FALSE,4.07e-27,0,0,0.021,0,OpenSea,DNAH17,Body,NM_173628
cg24853438,FALSE,TRUE,TRUE,4.07e-27,5.67e-120,0,-0.038,-0.019,N_Shore,"","",""
cg06076610,FALSE,TRUE,FALSE,4.14e-27,0,0,0.026,0,OpenSea,ABLIM1;ABLIM1;ABLIM1;ABLIM1,Body;Body;Body;Body,NM_001003408;NM_001003407;NM_002313;NM_006720
cg03343083,FALSE,TRUE,FALSE,4.22e-27,0,0,0.032,0,OpenSea,LEPREL1;LEPREL1,5'UTR;Body,NM_001134418;NM_018192
cg02470697,FALSE,TRUE,FALSE,4.32e-27,0,0,-0.029,0,Island,GTF2A1L;STON1-GTF2A1L;GTF2A1L,TSS200;Body;TSS200,NM_172196;NM_172311;NM_006872
cg22244039,FALSE,TRUE,FALSE,4.53e-27,0,0,0.059,0,N_Shore,"","",""
cg26693817,FALSE,TRUE,FALSE,4.56e-27,0,0,0.036,0,OpenSea,PDE6B;PDE6B,Body;Body,NM_000283;NM_001145291
cg05618934,FALSE,TRUE,FALSE,4.67e-27,0,0,0.062,0,Island,"","",""
cg24283804,FALSE,TRUE,FALSE,4.73e-27,0,0,0.015,0,OpenSea,POLE,Body,NM_006231
cg20106866,FALSE,TRUE,FALSE,4.76e-27,0,0,0.076,0,OpenSea,KIF13B,Body,NM_015254
cg18369990,FALSE,TRUE,FALSE,4.94e-27,0,0,0.034,0,S_Shore,FBLN7;FBLN7,Body;Body,NM_153214;NM_001128165
cg09236126,FALSE,TRUE,FALSE,4.94e-27,0,0,0.016,0,OpenSea,"","",""
cg06330621,FALSE,TRUE,FALSE,5.03e-27,0,0,0.037,0,OpenSea,ZCCHC14,TSS200,NM_015144
cg23245933,FALSE,TRUE,FALSE,5.11e-27,0,0,0.02,0,S_Shore,RPTOR;RPTOR,Body;Body,NM_001163034;NM_020761
cg11657323,FALSE,TRUE,FALSE,5.12e-27,0,0,0.042,0,S_Shelf,CCDC88B,Body,NM_032251
cg02888745,FALSE,TRUE,FALSE,5.12e-27,0,0,-0.033,0,OpenSea,"","",""
cg27093273,FALSE,TRUE,TRUE,5.17e-27,1.26e-156,0,-0.032,-0.026,S_Shore,TMEM200C,TSS200,NM_001080209
cg14700531,FALSE,TRUE,FALSE,5.21e-27,0,0,-0.038,0,N_Shelf,"","",""
cg02967812,FALSE,TRUE,FALSE,5.28e-27,0,0,0.006,0,OpenSea,CCDC57,Body,NM_198082
cg03654598,FALSE,TRUE,FALSE,5.32e-27,0,0,0.025,0,S_Shelf,SHANK1,Body,NM_016148
cg05745631,FALSE,TRUE,FALSE,5.6e-27,0,0,-0.047,0,Island,"","",""
cg17303540,FALSE,TRUE,FALSE,5.62e-27,0,0,-0.038,0,S_Shore,PCDHGA4;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018923;NM_018920;NM_018925
cg08252303,FALSE,TRUE,FALSE,5.79e-27,0,0,-0.05,0,S_Shore,KCNMA1;KCNMA1;KCNMA1;KCNMA1,TSS1500;TSS1500;TSS1500;TSS1500,NM_001161352;NM_002247;NM_001161353;NM_001014797
cg12388541,FALSE,TRUE,FALSE,5.92e-27,0,0,-0.013,0,S_Shelf,"","",""
cg00030604,FALSE,TRUE,FALSE,5.99e-27,0,0,0.048,0,OpenSea,"","",""
cg08545169,FALSE,TRUE,FALSE,6e-27,0,0,0.022,0,N_Shelf,NDUFS2;NDUFS2;ADAMTS4,5'UTR;1stExon;TSS1500,NM_004550;NM_004550;NM_005099
cg15076811,FALSE,TRUE,FALSE,6.27e-27,0,0,0.012,0,OpenSea,"","",""
cg01203153,FALSE,TRUE,FALSE,6.32e-27,0,0,0.036,0,N_Shore,"","",""
cg24461952,FALSE,TRUE,FALSE,6.33e-27,0,0,0.026,0,N_Shore,GALNT9,Body,NM_001122636
cg01301649,FALSE,TRUE,FALSE,6.33e-27,0,0,0.013,0,OpenSea,KRT36,3'UTR,NM_003771
cg07639376,FALSE,TRUE,FALSE,6.36e-27,0,0,0.063,0,Island,IFT140;TMEM204,Body;1stExon,NM_014714;NM_024600
cg12206103,FALSE,TRUE,TRUE,6.48e-27,5.56e-106,0,-0.022,-0.013,N_Shore,MESP2,TSS200,NM_001039958
cg03744763,FALSE,TRUE,FALSE,6.56e-27,0,0,0.066,0,Island,HOXA5,TSS1500,NM_019102
cg01941881,FALSE,TRUE,FALSE,6.57e-27,0,0,0.014,0,N_Shelf,PACS2;PACS2,Body;Body,NM_015197;NM_001100913
cg09662920,FALSE,TRUE,FALSE,6.58e-27,0,0,-0.028,0,N_Shore,GIPC2,TSS200,NM_017655
cg10860308,FALSE,TRUE,TRUE,6.63e-27,1.22e-142,0,-0.023,-0.019,S_Shore,C10orf88,TSS1500,NM_024942
cg02881369,FALSE,TRUE,FALSE,6.77e-27,0,0,0.02,0,OpenSea,MB;MB;MB;MB,5'UTR;1stExon;5'UTR;5'UTR,NM_005368;NM_005368;NM_203378;NM_203377
cg20216752,FALSE,TRUE,FALSE,6.78e-27,0,0,0.035,0,N_Shelf,ALOX12,Body,NM_000697
cg12419522,FALSE,TRUE,FALSE,6.84e-27,0,0,0.06,0,N_Shore,TGFBR2;TGFBR2,TSS1500;TSS1500,NM_001024847;NM_003242
cg09373148,FALSE,TRUE,TRUE,6.84e-27,8.29e-124,0,-0.032,-0.024,N_Shore,ESYT3,TSS1500,NM_031913
cg11287055,FALSE,TRUE,FALSE,6.92e-27,0,0,0.044,0,Island,DSCR3,Body,NM_006052
cg09359749,FALSE,TRUE,FALSE,6.96e-27,0,0,-0.032,0,OpenSea,"","",""
cg24016844,TRUE,FALSE,TRUE,0,1.33e-279,0.04,0,0.009,Island,C1orf103;C1orf103,TSS200;TSS200,NM_001006945;NM_018372
cg22744079,FALSE,FALSE,TRUE,0,1.23e-273,0,0,-0.039,Island,DCHS2;DCHS2,1stExon;1stExon,NM_001142552;NM_001142553
cg00739353,FALSE,FALSE,TRUE,0,6.34e-244,0,0,-0.017,OpenSea,"","",""
cg01271735,FALSE,FALSE,TRUE,0,3.12e-229,0,0,-0.025,N_Shore,"","",""
cg01540595,FALSE,FALSE,TRUE,0,1.66e-212,0,0,-0.047,Island,"","",""
cg06682875,FALSE,FALSE,TRUE,0,1.7e-207,0,0,-0.028,N_Shore,CDO1,Body,NM_001801
cg11174640,FALSE,FALSE,TRUE,0,3.69e-207,0,0,-0.02,S_Shore,"","",""
cg02931604,FALSE,FALSE,TRUE,0,2.98e-204,0,0,-0.042,Island,DPPA5,TSS1500,NM_001025290
cg05852786,FALSE,FALSE,TRUE,0,6.29e-203,0,0,-0.016,S_Shore,"","",""
cg08122831,FALSE,FALSE,TRUE,0,5.24e-202,0,0,-0.032,Island,"","",""
cg18137040,FALSE,FALSE,TRUE,0,2.61e-198,0,0,-0.024,S_Shore,TRPC6,TSS1500,NM_004621
cg19398269,FALSE,FALSE,TRUE,0,1.76e-195,0,0,-0.026,OpenSea,"","",""
cg02335533,FALSE,FALSE,TRUE,0,4.46e-192,0,0,-0.022,S_Shore,PTHLH;PTHLH;PTHLH;PTHLH,1stExon;5'UTR;1stExon;5'UTR,NM_002820;NM_002820;NM_198965;NM_198965
cg23457166,FALSE,FALSE,TRUE,0,1.79e-189,0,0,-0.02,Island,C6orf174,Body,NM_001012279
cg27278519,FALSE,FALSE,TRUE,0,2.8e-189,0,0,-0.014,S_Shore,"","",""
cg16604218,FALSE,FALSE,TRUE,0,1.01e-187,0,0,-0.024,S_Shore,EIF2B3;EIF2B3,TSS1500;TSS1500,NM_020365;NM_001166588
cg06643849,FALSE,FALSE,TRUE,0,1.74e-187,0,0,-0.037,Island,AURKC;AURKC;AURKC;AURKC;AURKC,5'UTR;TSS200;1stExon;5'UTR;1stExon,NM_001015879;NM_001015878;NM_003160;NM_003160;NM_001015879
cg25828185,FALSE,FALSE,TRUE,0,2.95e-186,0,0,-0.022,S_Shore,FLJ12825,Body,NR_026655
cg01066472,FALSE,FALSE,TRUE,0,6.66e-186,0,0,-0.059,Island,"","",""
cg14916924,FALSE,FALSE,TRUE,0,9.41e-185,0,0,-0.026,Island,LMX1B,Body,NM_002316
cg14079463,FALSE,FALSE,TRUE,0,1.72e-184,0,0,-0.068,Island,C6orf174,Body,NM_001012279
cg15862358,FALSE,FALSE,TRUE,0,3.17e-184,0,0,-0.016,S_Shore,WIF1,TSS1500,NM_007191
cg15817705,TRUE,FALSE,TRUE,0,4.57e-184,0.09,0,0.034,S_Shore,"","",""
cg01005080,FALSE,FALSE,TRUE,0,5.46e-182,0,0,-0.024,S_Shore,LHX8,TSS1500,NM_001001933
