cgid,is.haftorn.2021.dmp,is.merid.2020.dmp,is.cord.blood.dmp,cord.blood.ttests.padjusted,cord.blood.ttest.pnominal,cord.blood.ttest.tvalue,cord.blood.ttest.std.err,cord.blood.ttest.estimate,relation.to.island,ucsc.gene.names,ucsc.gene.groups,ucsc.gene.acc
cg24310395,FALSE,TRUE,TRUE,0.00000764,2.36e-11,7.098,0.009,0.066,OpenSea,CX3CR1;CX3CR1;CX3CR1;CX3CR1,Body;5'UTR;5'UTR;5'UTR,NM_001171174;NM_001171171;NM_001337;NM_001171172
cg18030453,FALSE,TRUE,TRUE,0.0117,3.61e-08,5.741,0.006,0.033,OpenSea,LARS2,Body,NM_015340
cg08454125,FALSE,TRUE,TRUE,0.0207,6.38e-08,5.627,0.008,0.043,OpenSea,TMIE,Body,NM_147196
cg13052625,FALSE,TRUE,TRUE,0.000969,2.99e-09,-6.222,0.009,-0.056,N_Shore,DHX30;DHX30,Body;Body,NM_138615;NM_014966
cg04625862,FALSE,TRUE,TRUE,0.0405,0.000000125,-5.491,0.012,-0.068,N_Shore,NME6,Body,NM_005793
cg02979520,FALSE,TRUE,TRUE,0.00314,9.68e-09,-5.998,0.006,-0.038,S_Shore,PLXNB1;PLXNB1,TSS1500;TSS200,NM_002673;NM_001130082
cg08534147,FALSE,TRUE,TRUE,0.00157,4.84e-09,-6.131,0.007,-0.041,S_Shore,PLXNB1;PLXNB1,TSS1500;TSS1500,NM_002673;NM_001130082
cg24296397,FALSE,TRUE,TRUE,4.27e-13,1.32e-18,-9.782,0.009,-0.086,S_Shelf,BSN,Body,NM_003458
cg21837569,FALSE,TRUE,TRUE,0.025,7.71e-08,-5.589,0.008,-0.044,N_Shore,RBM5,TSS1500,NM_005778
cg12976582,FALSE,TRUE,TRUE,0.0351,0.000000108,5.52,0.01,0.055,Island,HYAL2;HYAL2,5'UTR;TSS1500,NM_003773;NM_033158
cg25773386,FALSE,TRUE,TRUE,8.28e-09,2.56e-14,-8.242,0.006,-0.05,N_Shore,GPR62;GPR62,5'UTR;1stExon,NM_080865;NM_080865
cg18328933,FALSE,TRUE,TRUE,0.0000717,2.21e-10,-6.701,0.005,-0.035,N_Shore,ABHD14B;ABHD14B;ABHD14B;ABHD14A;ABHD14B;ABHD14B,1stExon;Body;5'UTR;TSS1500;1stExon;5'UTR,NM_001146314;NR_027476;NM_032750;NM_015407;NM_032750;NM_001146314
cg25938530,FALSE,TRUE,TRUE,0.0157,4.84e-08,-5.683,0.014,-0.08,OpenSea,ITIH1;ITIH1,TSS200;Body,NM_001166434;NM_002215
cg05283597,FALSE,TRUE,TRUE,0.000000128,3.94e-13,-7.793,0.013,-0.102,OpenSea,ITIH1;ITIH1,TSS200;Body,NM_001166434;NM_002215
cg06029308,FALSE,TRUE,TRUE,0.000079,2.44e-10,-6.684,0.012,-0.08,Island,FLNB;FLNB;FLNB;FLNB,Body;Body;Body;Body,NM_001164319;NM_001164317;NM_001164318;NM_001457
cg13586051,FALSE,TRUE,TRUE,3e-07,9.27e-13,-7.651,0.007,-0.056,OpenSea,DNASE1L3,TSS200,NM_004944
cg22380007,FALSE,TRUE,TRUE,0.0113,3.48e-08,-5.748,0.015,-0.086,OpenSea,"","",""
cg06510261,FALSE,FALSE,TRUE,0.000861,2.66e-09,-6.244,0.011,-0.072,OpenSea,GCET2;GCET2,TSS200;TSS200,NM_152785;NM_001008756
cg03631078,FALSE,TRUE,TRUE,0.00294,9.06e-09,6.011,0.013,0.075,OpenSea,ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,NM_001164345;NM_001164346;NM_001164347;NM_001164344;NM_015642;NM_001164343
cg02306995,FALSE,TRUE,TRUE,0.000000205,6.34e-13,-7.714,0.014,-0.111,S_Shelf,SEMA5B,Body,NM_001031702
cg07638500,FALSE,TRUE,TRUE,3.08e-15,9.51e-21,10.52,0.011,0.114,OpenSea,MYLK;MYLK;MYLK;MYLK,Body;Body;Body;Body,NM_053028;NM_053025;NM_053027;NM_053026
cg07349815,FALSE,TRUE,TRUE,0.00127,3.91e-09,6.171,0.014,0.089,N_Shore,"","",""
cg26870638,FALSE,TRUE,TRUE,0.000212,6.54e-10,-6.504,0.01,-0.063,N_Shore,ZXDC;ZXDC,Body;Body,NM_001040653;NM_025112
cg20899625,FALSE,TRUE,TRUE,0.0139,4.3e-08,5.706,0.006,0.033,OpenSea,PLXNA1,Body,NM_032242
cg13641317,TRUE,TRUE,TRUE,4.88e-12,1.51e-17,-9.411,0.017,-0.161,OpenSea,"","",""
cg13050716,FALSE,FALSE,TRUE,0.0139,4.29e-08,5.706,0.007,0.039,OpenSea,MGLL;MGLL,Body;Body,NM_007283;NM_001003794
cg25197194,FALSE,TRUE,TRUE,2.46e-09,7.6e-15,-8.437,0.013,-0.106,OpenSea,CCDC48,3'UTR,NM_024768
cg06804344,FALSE,TRUE,TRUE,0.000251,7.73e-10,6.473,0.01,0.067,OpenSea,GP9,TSS1500,NM_000174
cg19211880,FALSE,TRUE,TRUE,0.0203,6.27e-08,5.631,0.014,0.078,N_Shelf,AMOTL2,Body,NM_016201
cg18358061,FALSE,TRUE,TRUE,0.0449,0.000000138,5.47,0.012,0.066,S_Shore,"","",""
cg12690119,FALSE,TRUE,TRUE,0.000571,1.76e-09,-6.321,0.009,-0.055,OpenSea,ZBTB38;ZBTB38,1stExon;5'UTR,NM_001080412;NM_001080412
cg10148280,FALSE,TRUE,TRUE,0.00059,1.82e-09,-6.315,0.014,-0.086,N_Shore,HPS3,TSS1500,NM_032383
cg15043384,FALSE,TRUE,TRUE,0.0000234,7.22e-11,6.901,0.015,0.105,Island,WWTR1;WWTR1;WWTR1,Body;Body;Body,NM_015472;NM_001168278;NM_001168280
cg14557185,FALSE,TRUE,TRUE,0.0000255,7.88e-11,6.886,0.028,0.196,Island,WWTR1;WWTR1;WWTR1,Body;Body;Body,NM_015472;NM_001168278;NM_001168280
cg02056062,FALSE,TRUE,TRUE,0.0109,3.38e-08,5.754,0.01,0.056,Island,WWTR1;WWTR1;WWTR1,Body;Body;Body,NM_015472;NM_001168278;NM_001168280
cg18623216,FALSE,TRUE,TRUE,1.88e-12,5.82e-18,-9.556,0.013,-0.124,OpenSea,PLCH1;PLCH1,5'UTR;1stExon,NM_014996;NM_014996
cg11932158,FALSE,TRUE,TRUE,1.71e-14,5.28e-20,-10.265,0.013,-0.136,OpenSea,PLCH1,TSS200,NM_014996
cg01289541,TRUE,TRUE,TRUE,0.000376,1.16e-09,6.399,0.007,0.047,OpenSea,SLC7A14,5'UTR,NM_020949
cg23513600,FALSE,TRUE,TRUE,0.000825,2.54e-09,6.252,0.01,0.062,OpenSea,TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK,Body;Body;Body;Body;Body;Body;Body;Body;Body,NM_001161563;NM_001161566;NM_001161560;NR_027767;NM_001161565;NM_001161561;NM_015028;NM_001161562;NM_001161564
cg15701237,FALSE,TRUE,TRUE,0.00232,7.16e-09,-6.056,0.011,-0.065,OpenSea,RTP4,TSS200,NM_022147
cg19383430,FALSE,FALSE,TRUE,0.000376,1.16e-09,-6.398,0.006,-0.039,OpenSea,RTP4;RTP4,5'UTR;1stExon,NM_022147;NM_022147
cg22891595,FALSE,TRUE,TRUE,0.0124,3.83e-08,5.729,0.008,0.048,OpenSea,"","",""
cg12838168,FALSE,TRUE,TRUE,0.00222,6.86e-09,6.064,0.01,0.063,OpenSea,LRRC15;LRRC15,5'UTR;5'UTR,NM_130830;NM_001135057
cg24144853,FALSE,TRUE,TRUE,0.000333,1.03e-09,-6.421,0.007,-0.046,OpenSea,"","",""
cg21937377,FALSE,TRUE,TRUE,0.00499,1.54e-08,-5.908,0.03,-0.175,OpenSea,C3orf21,Body,NM_152531
cg15722952,FALSE,TRUE,TRUE,0.00742,2.29e-08,5.831,0.006,0.036,OpenSea,C3orf21,Body,NM_152531
cg11938367,FALSE,FALSE,TRUE,0.00453,1.4e-08,5.927,0.01,0.061,OpenSea,IQCG;IQCG,Body;Body,NM_001134435;NM_032263
cg11372934,FALSE,FALSE,TRUE,0.000674,2.08e-09,-6.29,0.013,-0.081,OpenSea,LOC100130872;LOC100130872-SPON2,Body;Body,NR_024569;NR_033182
cg26116639,FALSE,TRUE,TRUE,0.00993,3.06e-08,-5.773,0.01,-0.056,N_Shelf,"","",""
cg24462247,FALSE,TRUE,TRUE,0.00489,1.51e-08,-5.912,0.006,-0.034,N_Shore,"","",""
cg23746574,FALSE,TRUE,TRUE,0.00619,1.91e-08,-5.866,0.01,-0.058,OpenSea,SH3BP2;SH3BP2;SH3BP2;SH3BP2,3'UTR;3'UTR;3'UTR;3'UTR,NM_001145856;NM_001122681;NM_001145855;NM_003023
cg09852389,FALSE,FALSE,TRUE,0.00532,1.64e-08,5.896,0.014,0.085,OpenSea,D4S234E;D4S234E,Body;Body,NM_014392;NM_001040101
cg15451250,FALSE,TRUE,TRUE,0.00075,2.31e-09,-6.27,0.01,-0.06,OpenSea,TBC1D14;TBC1D14,Body;Body,NM_001113361;NM_020773
cg14107488,FALSE,TRUE,TRUE,0.000472,1.46e-09,-6.356,0.013,-0.084,OpenSea,TBC1D14;TBC1D14;TBC1D14,3'UTR;3'UTR;3'UTR,NM_001113361;NM_020773;NM_001113363
cg09907542,FALSE,TRUE,TRUE,0.000000303,9.34e-13,-7.649,0.01,-0.074,OpenSea,TBC1D14;TBC1D14;TBC1D14,3'UTR;3'UTR;3'UTR,NM_001113361;NM_020773;NM_001113363
cg11266682,FALSE,FALSE,TRUE,0.0127,3.92e-08,5.724,0.014,0.08,Island,SLC2A9;SLC2A9,Body;Body,NM_020041;NM_001001290
cg21542842,FALSE,TRUE,TRUE,0.00000261,8.04e-12,-7.284,0.008,-0.055,OpenSea,SEPT11,Body,NM_018243
cg01307684,FALSE,FALSE,TRUE,0.00000252,7.79e-12,7.29,0.013,0.096,Island,ANTXR2,Body,NM_058172
cg17898925,FALSE,TRUE,TRUE,0.00238,7.33e-09,-6.051,0.012,-0.071,OpenSea,"","",""
cg21614638,FALSE,FALSE,TRUE,0.0000502,1.55e-10,-6.765,0.01,-0.068,OpenSea,DAPP1,TSS200,NM_014395
cg10397389,FALSE,FALSE,TRUE,0.000269,8.31e-10,-6.46,0.01,-0.065,OpenSea,DAPP1;DAPP1,1stExon;5'UTR,NM_014395;NM_014395
cg10492511,FALSE,TRUE,TRUE,0.0173,5.35e-08,-5.662,0.013,-0.076,S_Shore,CYP2U1,Body,NM_183075
cg24683623,FALSE,TRUE,TRUE,0.0234,7.21e-08,5.602,0.01,0.056,N_Shore,FGF2,TSS1500,NM_002006
cg02188818,FALSE,TRUE,TRUE,0.000000283,8.73e-13,7.661,0.008,0.058,N_Shore,TBC1D9,Body,NM_015130
cg07904475,FALSE,FALSE,TRUE,0.00132,4.08e-09,6.163,0.013,0.082,Island,LRBA,Body,NM_006726
cg03729251,FALSE,TRUE,TRUE,1.18e-11,3.66e-17,9.274,0.013,0.118,Island,LRBA,Body,NM_006726
cg14266527,FALSE,TRUE,TRUE,0.0192,5.92e-08,5.642,0.018,0.103,Island,LRBA,Body,NM_006726
cg21205139,FALSE,TRUE,TRUE,0.0112,3.46e-08,-5.749,0.011,-0.066,S_Shore,GUCY1B3,Body,NM_000857
cg11043571,FALSE,TRUE,TRUE,0.044,0.000000136,5.474,0.014,0.078,S_Shore,CPE,Body,NM_001873
cg12876620,FALSE,FALSE,TRUE,0.0202,6.22e-08,-5.632,0.008,-0.046,OpenSea,FAT1,5'UTR,NM_005245
cg12970171,FALSE,TRUE,TRUE,0.0381,0.000000118,-5.503,0.012,-0.064,OpenSea,"","",""
cg13001963,FALSE,TRUE,TRUE,0.0466,0.000000144,-5.462,0.008,-0.044,OpenSea,"","",""
cg00525964,TRUE,TRUE,TRUE,0.0225,6.93e-08,-5.61,0.011,-0.059,OpenSea,"","",""
cg07313162,FALSE,TRUE,TRUE,0.00712,2.2e-08,5.838,0.009,0.05,OpenSea,"","",""
cg16104076,FALSE,FALSE,TRUE,0.0147,4.54e-08,-5.695,0.01,-0.056,Island,PTGER4,Body,NM_000958
cg01091117,FALSE,TRUE,TRUE,0.00000842,2.6e-11,-7.081,0.014,-0.098,S_Shore,PTGER4,Body,NM_000958
cg17680767,FALSE,TRUE,TRUE,0.000196,6.04e-10,-6.519,0.009,-0.058,OpenSea,"","",""
cg05673882,FALSE,TRUE,TRUE,0.0109,3.37e-08,-5.755,0.011,-0.066,OpenSea,POLK,Body,NM_016218
cg14619949,FALSE,TRUE,TRUE,0.000512,1.58e-09,-6.341,0.015,-0.096,S_Shore,F2RL1,Body,NM_005242
cg16545105,TRUE,TRUE,TRUE,0.000335,1.03e-09,-6.42,0.016,-0.105,N_Shore,CRHBP;CRHBP,1stExon;5'UTR,NM_001882;NM_001882
cg10982664,FALSE,TRUE,TRUE,0.0203,6.27e-08,5.631,0.01,0.057,OpenSea,BHMT,TSS200,NM_001713
cg23987322,FALSE,TRUE,TRUE,0.00004,1.23e-10,6.806,0.013,0.089,OpenSea,BHMT,TSS200,NM_001713
cg09035699,FALSE,TRUE,TRUE,0.0377,0.000000116,-5.506,0.007,-0.039,OpenSea,ACSL6;ACSL6,Body;Body,NM_001009185;NM_015256
cg14527110,FALSE,TRUE,TRUE,0.0209,6.46e-08,-5.625,0.007,-0.039,N_Shore,P4HA2;P4HA2;P4HA2;P4HA2;P4HA2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,NM_001017973;NM_001142598;NM_004199;NM_001142599;NM_001017974
cg20512303,FALSE,TRUE,TRUE,0.000293,9.04e-10,6.445,0.006,0.036,N_Shore,PDLIM4;PDLIM4,TSS1500;TSS1500,NM_001131027;NM_003687
cg17394978,FALSE,TRUE,TRUE,0.00843,2.6e-08,-5.806,0.011,-0.063,N_Shore,IRF1,Body,NM_002198
cg25374813,FALSE,TRUE,TRUE,0.00298,9.2e-09,-6.008,0.006,-0.035,OpenSea,SLC23A1;SLC23A1,TSS1500;TSS1500,NM_005847;NM_152685
cg11623339,FALSE,TRUE,TRUE,0.0226,6.97e-08,-5.609,0.007,-0.041,N_Shelf,MGC29506,1stExon,NM_016459
cg01008405,FALSE,FALSE,TRUE,0.0000155,4.8e-11,-6.973,0.004,-0.03,N_Shore,CXXC5,5'UTR,NM_016463
cg04416898,FALSE,TRUE,TRUE,7.04e-18,2.17e-23,-11.413,0.007,-0.077,N_Shore,CXXC5,5'UTR,NM_016463
cg15165154,FALSE,TRUE,TRUE,0.000000391,1.21e-12,-7.607,0.013,-0.097,Island,CXXC5,5'UTR,NM_016463
cg24119607,FALSE,TRUE,TRUE,0.0000263,8.1e-11,-6.881,0.01,-0.068,N_Shore,CXXC5,5'UTR,NM_016463
cg23044186,FALSE,TRUE,TRUE,0.000461,1.42e-09,6.361,0.006,0.036,N_Shore,"","",""
cg04478875,FALSE,FALSE,TRUE,0.00702,2.17e-08,5.841,0.01,0.056,OpenSea,FGF1;FGF1;FGF1;FGF1;FGF1;FGF1,5'UTR;5'UTR;5'UTR;5'UTR;Body;Body,NM_000800;NM_033136;NM_001144935;NM_001144934;NR_026696;NR_026695
cg01604946,FALSE,TRUE,TRUE,0.00105,3.25e-09,6.206,0.01,0.062,OpenSea,SH3TC2,Body,NM_024577
cg04134818,FALSE,TRUE,TRUE,0.0127,3.91e-08,5.725,0.008,0.046,OpenSea,FLJ41603,Body,NM_001001669
cg10505630,FALSE,TRUE,TRUE,0.0000814,2.51e-10,-6.678,0.008,-0.053,OpenSea,SPARC,Body,NM_003118
cg07622001,FALSE,FALSE,TRUE,0.0043,1.33e-08,5.937,0.007,0.039,S_Shore,IL12B,TSS1500,NM_002187
cg00224471,FALSE,TRUE,TRUE,0.000284,8.77e-10,6.45,0.013,0.085,OpenSea,KCNIP1,Body,NM_001034838
cg11661512,FALSE,TRUE,TRUE,0.0000492,1.52e-10,6.769,0.007,0.046,OpenSea,FGF18,Body,NM_003862
cg15043318,FALSE,TRUE,TRUE,0.0392,0.000000121,5.498,0.01,0.057,OpenSea,"","",""
cg04731624,FALSE,TRUE,TRUE,0.000000412,1.27e-12,7.598,0.008,0.059,OpenSea,"","",""
cg26006084,FALSE,TRUE,TRUE,0.00411,1.27e-08,5.946,0.023,0.138,S_Shore,STK10,TSS1500,NM_005990
cg16675054,FALSE,TRUE,TRUE,0.00000956,2.95e-11,7.059,0.022,0.157,S_Shore,STK10,TSS1500,NM_005990
cg08378342,FALSE,FALSE,TRUE,0.0298,9.2e-08,5.553,0.008,0.043,N_Shore,SH3PXD2B,Body,NM_001017995
cg17837526,FALSE,TRUE,TRUE,0.000859,2.65e-09,-6.245,0.008,-0.048,N_Shore,ATP6V0E1,TSS1500,NM_003945
cg04685228,TRUE,TRUE,TRUE,1.13e-08,3.47e-14,-8.192,0.016,-0.128,OpenSea,"","",""
cg01348086,FALSE,TRUE,TRUE,0.000118,3.65e-10,-6.61,0.009,-0.057,OpenSea,RGS14,Body,NM_006480
cg24095374,FALSE,TRUE,TRUE,2.94e-09,9.08e-15,-8.408,0.008,-0.065,OpenSea,RGS14,3'UTR,NM_006480
cg18034719,FALSE,TRUE,TRUE,0.0173,5.33e-08,-5.663,0.008,-0.047,Island,GRK6;GRK6;GRK6,Body;Body;Body,NM_001004106;NM_002082;NM_001004105
cg17796323,FALSE,TRUE,TRUE,0.00173,5.32e-09,-6.112,0.015,-0.09,OpenSea,N4BP3,Body,NM_015111
cg00989249,FALSE,TRUE,TRUE,0.00000355,1.1e-11,-7.231,0.009,-0.064,OpenSea,N4BP3,Body,NM_015111
cg24378227,FALSE,TRUE,TRUE,0.0329,0.000000102,5.533,0.007,0.039,S_Shelf,"","",""
cg25370658,FALSE,TRUE,TRUE,0.0272,8.38e-08,5.572,0.012,0.069,OpenSea,"","",""
cg12646820,FALSE,TRUE,TRUE,0.0206,6.37e-08,5.627,0.011,0.064,N_Shore,RNF182;RNF182;RNF182;RNF182,TSS1500;TSS1500;TSS1500;TSS1500,NM_001165033;NM_152737;NM_001165034;NM_001165032
cg10975897,FALSE,TRUE,TRUE,0.000096,2.96e-10,-6.648,0.012,-0.078,OpenSea,JARID2,Body,NM_004973
cg20052079,FALSE,TRUE,TRUE,0.0128,3.95e-08,-5.723,0.014,-0.08,OpenSea,JARID2,Body,NM_004973
cg20211816,FALSE,TRUE,TRUE,0.00000243,7.51e-12,-7.296,0.011,-0.083,S_Shore,KIF13A;KIF13A;KIF13A;KIF13A,TSS1500;TSS1500;TSS1500;TSS1500,NM_001105567;NM_001105566;NM_001105568;NM_022113
cg06008435,FALSE,TRUE,TRUE,0.00242,7.45e-09,-6.048,0.017,-0.102,OpenSea,"","",""
cg14083015,FALSE,TRUE,TRUE,9.75e-14,3.01e-19,-10.005,0.015,-0.148,OpenSea,"","",""
cg13258453,FALSE,TRUE,TRUE,0.00153,4.73e-09,-6.135,0.012,-0.076,OpenSea,"","",""
cg12629515,TRUE,TRUE,TRUE,0.00047,1.45e-09,6.357,0.022,0.138,N_Shore,HIST1H3J;HIST1H2BO,TSS1500;TSS1500,NM_003535;NM_003527
cg06519422,FALSE,TRUE,TRUE,0.00000312,9.62e-12,7.253,0.011,0.081,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg21644740,FALSE,TRUE,TRUE,0.00219,6.76e-09,6.067,0.022,0.136,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg12991385,FALSE,TRUE,TRUE,0.0173,5.35e-08,5.662,0.012,0.066,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg17806418,TRUE,TRUE,TRUE,0.0000766,2.37e-10,6.689,0.013,0.089,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg22679406,TRUE,TRUE,TRUE,0.00445,1.37e-08,5.931,0.013,0.079,N_Shore,GABBR1;GABBR1,Body;Body,NM_021904;NM_001470
cg06051311,FALSE,TRUE,TRUE,0.0247,7.63e-08,-5.591,0.016,-0.087,OpenSea,TRIM15;TRIM15,5'UTR;1stExon,NM_033229;NM_033229
cg16586538,FALSE,TRUE,TRUE,0.0154,4.76e-08,-5.686,0.011,-0.063,OpenSea,PPP1R10,3'UTR,NM_002714
cg19200440,FALSE,TRUE,TRUE,0.000729,2.25e-09,-6.275,0.011,-0.069,OpenSea,PPP1R10,3'UTR,NM_002714
cg05591701,FALSE,TRUE,TRUE,0.0000232,7.17e-11,-6.902,0.012,-0.081,OpenSea,PPP1R10,3'UTR,NM_002714
cg07076751,FALSE,TRUE,TRUE,0.000237,7.33e-10,-6.483,0.007,-0.046,OpenSea,KIAA1949;KIAA1949,Body;Body,NM_001134870;NM_133471
cg24100115,FALSE,TRUE,TRUE,0.0188,5.81e-08,5.646,0.006,0.034,OpenSea,FLOT1,Body,NM_005803
cg19913563,FALSE,TRUE,TRUE,0.0000182,5.63e-11,-6.945,0.011,-0.074,OpenSea,"","",""
cg07803420,FALSE,TRUE,TRUE,0.0282,8.7e-08,5.564,0.009,0.05,N_Shore,DDR1;DDR1,TSS1500;TSS1500,NM_001954;NM_013993
cg11934771,FALSE,TRUE,TRUE,0.00000114,3.51e-12,-7.426,0.008,-0.06,OpenSea,HCG22,TSS200,NR_003948
cg09904051,FALSE,FALSE,TRUE,0.0172,5.31e-08,5.664,0.01,0.057,OpenSea,POU5F1,TSS1500,NM_002701
cg03337084,FALSE,TRUE,TRUE,0.0197,6.09e-08,5.636,0.009,0.053,N_Shelf,LY6G5C,Body,NM_025262
cg14258501,TRUE,TRUE,TRUE,1.17e-12,3.61e-18,-9.629,0.013,-0.122,OpenSea,LY6G6E;LY6G6E,Body;Body,NR_024541;NR_003673
cg23641899,FALSE,FALSE,TRUE,0.0000372,1.15e-10,6.819,0.007,0.051,N_Shelf,TNXB,Body,NM_019105
cg24504289,FALSE,TRUE,TRUE,0.00000153,4.71e-12,7.376,0.009,0.067,N_Shelf,TNXB,Body,NM_019105
cg12883279,FALSE,TRUE,TRUE,0.0154,4.74e-08,5.687,0.02,0.114,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg12626589,FALSE,TRUE,TRUE,0.0413,0.000000127,5.487,0.018,0.098,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg06025456,FALSE,TRUE,TRUE,0.0121,3.74e-08,5.734,0.024,0.137,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg13934406,FALSE,TRUE,TRUE,0.00204,6.29e-09,6.081,0.023,0.142,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg16481280,FALSE,TRUE,TRUE,0.0145,4.47e-08,5.698,0.018,0.1,N_Shore,PPT2;PRRT1;PPT2,TSS1500;TSS1500;TSS1500,NM_005155;NM_030651;NM_138717
cg04363228,FALSE,TRUE,TRUE,0.000361,1.11e-09,-6.406,0.009,-0.057,OpenSea,PBX2,Body,NM_002586
cg04576021,FALSE,TRUE,TRUE,0.00245,7.55e-09,-6.046,0.009,-0.054,OpenSea,HLA-DOB,Body,NM_002120
cg08099136,FALSE,TRUE,TRUE,0.0000859,2.65e-10,-6.668,0.008,-0.052,N_Shore,PSMB8;PSMB8,Body;Body,NM_004159;NM_148919
cg01309328,FALSE,TRUE,TRUE,0.000000349,1.08e-12,-7.626,0.008,-0.058,N_Shore,PSMB8;PSMB8,Body;Body,NM_004159;NM_148919
cg05697726,FALSE,TRUE,TRUE,2.34e-08,7.23e-14,-8.072,0.012,-0.099,S_Shore,PSMB8;PSMB8,TSS1500;TSS1500,NM_004159;NM_148919
cg02657012,FALSE,TRUE,TRUE,1.14e-15,3.51e-21,-10.668,0.012,-0.124,S_Shore,PSMB8;PSMB8,TSS1500;TSS1500,NM_004159;NM_148919
cg16890093,TRUE,TRUE,TRUE,5.65e-11,1.74e-16,-9.032,0.015,-0.132,S_Shore,PSMB8;PSMB8;TAP1,TSS1500;TSS1500;3'UTR,NM_004159;NM_148919;NM_000593
cg19136673,FALSE,TRUE,TRUE,0.000000105,3.24e-13,-7.826,0.008,-0.062,S_Shore,PSMB8;TAP1,TSS1500;3'UTR,NM_004159;NM_000593
cg23880953,FALSE,TRUE,TRUE,0.017,5.25e-08,-5.666,0.01,-0.057,N_Shore,PSMB9;PSMB9;TAP1,TSS1500;TSS1500;Body,NM_002800;NM_148954;NM_000593
cg05412930,FALSE,TRUE,TRUE,0.0155,4.77e-08,-5.685,0.013,-0.076,N_Shore,PSMB9;PSMB9;TAP1,TSS1500;TSS1500;Body,NM_002800;NM_148954;NM_000593
cg22324029,TRUE,TRUE,TRUE,0.00825,2.55e-08,-5.81,0.014,-0.079,OpenSea,HLA-DMB,Body,NM_002118
cg16300030,TRUE,TRUE,TRUE,0.00429,1.32e-08,-5.937,0.012,-0.07,OpenSea,HLA-DMB,TSS200,NM_002118
cg20392842,FALSE,TRUE,TRUE,0.0491,0.000000151,-5.451,0.016,-0.088,OpenSea,HLA-DMB,TSS200,NM_002118
cg01109227,FALSE,TRUE,TRUE,0.00123,3.79e-09,6.177,0.009,0.059,S_Shore,TULP1,TSS200,NM_003322
cg19115490,FALSE,TRUE,TRUE,0.0035,1.08e-08,-5.977,0.01,-0.06,OpenSea,"","",""
cg25953930,FALSE,TRUE,TRUE,1.51e-08,4.67e-14,8.144,0.009,0.071,OpenSea,"","",""
cg25254074,FALSE,TRUE,TRUE,0.00109,3.37e-09,6.199,0.009,0.055,S_Shore,MDFI,Body,NM_005586
cg11854981,FALSE,TRUE,TRUE,1.59e-09,4.9e-15,-8.507,0.011,-0.091,OpenSea,TRERF1,Body,NM_033502
cg01133215,FALSE,TRUE,TRUE,0.000000591,1.82e-12,-7.537,0.014,-0.107,OpenSea,RUNX2;RUNX2;RUNX2,Body;Body;Body,NM_001015051;NM_001024630;NM_004348
cg00171729,FALSE,FALSE,TRUE,0.0000256,7.9e-11,6.885,0.009,0.063,OpenSea,TRAM2,Body,NM_012288
cg25850808,FALSE,TRUE,TRUE,0.000713,2.2e-09,-6.279,0.015,-0.097,N_Shore,CD109;CD109;CD109,TSS1500;TSS1500;TSS1500,NM_001159588;NM_133493;NM_001159587
cg21288889,FALSE,TRUE,TRUE,0.000126,3.89e-10,-6.599,0.007,-0.049,S_Shore,PNRC1,Body,NM_006813
cg04932082,FALSE,FALSE,TRUE,0.00528,1.63e-08,5.897,0.008,0.047,OpenSea,"","",""
cg00801571,FALSE,TRUE,TRUE,0.000626,1.93e-09,-6.304,0.009,-0.057,OpenSea,FYN;FYN;FYN,Body;Body;Body,NM_153048;NM_153047;NM_002037
cg23741330,FALSE,TRUE,TRUE,0.0194,5.98e-08,5.64,0.01,0.054,OpenSea,FAM26E;BET3L,1stExon;Body,NM_153711;NM_001139444
cg03051880,FALSE,TRUE,TRUE,0.000103,3.19e-10,-6.635,0.011,-0.07,OpenSea,MAN1A1,Body,NM_005907
cg13280041,FALSE,TRUE,TRUE,0.000000538,1.66e-12,7.553,0.014,0.109,OpenSea,NHSL1,Body,NM_020464
cg24324628,FALSE,TRUE,TRUE,0.0000163,5.04e-11,6.965,0.013,0.088,OpenSea,NHSL1,Body,NM_020464
cg22180580,FALSE,TRUE,TRUE,0.00011,3.38e-10,6.625,0.014,0.095,OpenSea,NHSL1,Body,NM_020464
cg07932300,FALSE,TRUE,TRUE,0.00106,3.27e-09,-6.205,0.008,-0.05,N_Shore,HECA,TSS1500,NM_016217
